iter	Passed	Remaining
1665	15267	30554
1666	15276	30543
1667	15285	30533
1668	15294	30524
1669	15303	30515
1670	15313	30507
1671	15323	30500
1672	15333	30493
1673	15343	30485
1674	15353	30477
1675	15363	30469
1676	15371	30459
1677	15381	30450
1678	15390	30441
1679	15398	30430
1680	15407	30420
1681	15416	30411
1682	15425	30401
1683	15433	30391
1684	15442	30381
1685	15451	30371
1686	15460	30362
1687	15469	30352
1688	15478	30343
1689	15487	30332
1690	15496	30323
1691	15504	30313
1692	15513	30303
1693	15522	30293
1694	15531	30283
1695	15540	30274
1696	15549	30264
1697	15558	30255
1698	15567	30245
1699	15576	30236
1700	15584	30226
1701	15594	30216
1702	15602	30206
1703	15611	30197
1704	15620	30187
1705	15629	30178
1706	15638	30167
1707	15646	30157
1708	15655	30147
1709	15664	30137
1710	15673	30128
1711	15681	30117
1712	15690	30107
1713	15699	30097
1714	15708	30088
1715	15717	30078
1716	15725	30068
1717	15734	30058
1718	15743	30049
1719	15752	30040
1720	15761	30029
1721	15769	30019
1722	15778	30009
1723	15787	29999
1724	15796	29989
1725	15805	29980
1726	15813	29970
1727	15823	29961
1728	15831	29951
1729	15840	29942
1730	15850	29932
1731	15859	29923
1732	15868	29914
1733	15876	29904
1734	15885	29894
1735	15894	29885
1736	15904	29876
1737	15912	29866
1738	15922	29857
1739	15931	29847
1740	15940	29838
1741	15949	29829
1742	15958	29819
1743	15966	29809
1744	15975	29800
1745	15984	29790
1746	15993	29780
1747	16012	29790
1748	16028	29794
1749	16038	29785
1750	16047	29776
1751	16056	29767
1752	16066	29759
1753	16075	29749
1754	16084	29739
1755	16093	29731
1756	16102	29721
1757	16111	29712
1758	16120	29702
1759	16128	29692
1760	16137	29682
1761	16146	29672
1762	16155	29662
1763	16164	29653
1764	16173	29643
1765	16182	29634
1766	16191	29624
1767	16199	29614
1768	16208	29604
1769	16217	29595
1770	16226	29586
1771	16235	29575
1772	16244	29565
1773	16253	29556
1774	16262	29547
1775	16270	29536
1776	16280	29527
1777	16288	29517
1778	16298	29508
1779	16307	29499
1780	16315	29489
1781	16324	29480
1782	16333	29470
1783	16342	29460
1784	16351	29450
1785	16360	29441
1786	16369	29431
1787	16378	29422
1788	16387	29412
1789	16395	29402
1790	16404	29392
1791	16413	29383
1792	16422	29372
1793	16431	29363
1794	16440	29354
1795	16448	29344
1796	16457	29334
1797	16466	29324
1798	16474	29313
1799	16483	29304
1800	16492	29294
1801	16501	29284
1802	16510	29275
1803	16519	29266
1804	16528	29256
1805	16537	29247
1806	16546	29237
1807	16554	29227
1808	16564	29218
1809	16573	29209
1810	16582	29199
1811	16590	29189
1812	16599	29180
1813	16608	29170
1814	16617	29160
1815	16626	29151
1816	16635	29141
1817	16644	29131
1818	16652	29122
1819	16661	29112
1820	16670	29103
1821	16680	29094
1822	16689	29084
1823	16698	29075
1824	16707	29065
1825	16715	29056
1826	16724	29046
1827	16733	29036
1828	16742	29027
1829	16751	29017
1830	16760	29008
1831	16769	28998
1832	16778	28989
1833	16787	28979
1834	16796	28970
1835	16805	28960
1836	16813	28950
1837	16822	28941
1838	16831	28931
1839	16840	28921
1840	16849	28912
1841	16858	28902
1842	16867	28892
1843	16876	28883
1844	16884	28873
1845	16893	28863
1846	16902	28854
1847	16911	28844
1848	16919	28834
1849	16928	28824
1850	16937	28815
1851	16946	28805
1852	16955	28795
1853	16964	28787
1854	16980	28789
1855	16998	28794
1856	17010	28790
1857	17019	28780
1858	17028	28771
1859	17037	28762
1860	17047	28754
1861	17057	28746
1862	17068	28740
1863	17079	28733
1864	17088	28725
1865	17097	28715
1866	17106	28706
1867	17115	28697
1868	17125	28688
1869	17133	28678
1870	17142	28668
1871	17150	28658
1872	17160	28649
1873	17169	28640
1874	17178	28630
1875	17187	28621
1876	17196	28611
1877	17205	28602
1878	17214	28593
1879	17223	28583
1880	17231	28573
1881	17240	28563
1882	17249	28553
1883	17258	28543
1884	17267	28534
1885	17275	28524
1886	17284	28514
1887	17293	28504
1888	17302	28496
1889	17311	28486
1890	17320	28477
1891	17329	28466
1892	17338	28457
1893	17347	28447
1894	17355	28437
1895	17364	28427
1896	17373	28418
1897	17382	28409
1898	17391	28399
1899	17400	28389
1900	17408	28379
1901	17417	28370
1902	17426	28359
1903	17434	28349
1904	17444	28341
1905	17452	28331
1906	17461	28321
1907	17470	28311
1908	17479	28301
1909	17488	28292
1910	17496	28282
1911	17505	28272
1912	17514	28263
1913	17523	28253
1914	17532	28244
1915	17541	28235
1916	17550	28225
1917	17559	28216
1918	17568	28206
1919	17577	28197
1920	17586	28187
1921	17595	28178
1922	17604	28168
1923	17613	28159
1924	17622	28150
1925	17631	28140
1926	17639	28130
1927	17648	28120
1928	17657	28110
1929	17666	28101
1930	17675	28091
1931	17684	28082
1932	17693	28073
1933	17702	28063
1934	17711	28054
1935	17720	28044
1936	17728	28034
1937	17737	28025
1938	17746	28015
1939	17755	28005
1940	17764	27996
1941	17772	27986
1942	17781	27976
1943	17790	27966
1944	17799	27957
1945	17807	27947
1946	17816	27937
1947	17825	27927
1948	17834	27918
1949	17843	27908
1950	17851	27898
1951	17861	27889
1952	17870	27880
1953	17878	27870
1954	17887	27861
1955	17896	27851
1956	17905	27841
1957	17914	27831
1958	17922	27821
1959	17931	27811
1960	17940	27802
1961	17952	27798
1962	17972	27806
1963	17985	27802
1964	17994	27793
1965	18003	27784
1966	18012	27773
1967	18021	27765
1968	18031	27756
1969	18040	27747
1970	18049	27738
1971	18058	27729
1972	18067	27719
1973	18076	27710
1974	18085	27701
1975	18095	27691
1976	18104	27683
1977	18113	27673
1978	18121	27663
1979	18130	27654
1980	18140	27645
1981	18149	27635
1982	18158	27626
1983	18167	27617
1984	18176	27607
1985	18185	27598
1986	18194	27588
1987	18202	27579
1988	18211	27569
1989	18220	27559
1990	18228	27549
1991	18237	27539
1992	18246	27529
1993	18255	27520
1994	18264	27511
1995	18273	27502
1996	18282	27492
1997	18291	27483
1998	18300	27473
1999	18310	27465
2000	18319	27456
2001	18329	27447
2002	18338	27438
2003	18347	27430
2004	18357	27421
2005	18366	27412
2006	18375	27403
2007	18384	27394
2008	18394	27385
2009	18403	27377
2010	18412	27367
2011	18421	27357
2012	18430	27348
2013	18440	27339
2014	18448	27330
2015	18458	27321
2016	18467	27311
2017	18476	27302
2018	18484	27292
2019	18493	27283
2020	18502	27273
2021	18512	27264
2022	18521	27255
2023	18530	27245
2024	18539	27236
2025	18548	27227
2026	18557	27217
2027	18566	27208
2028	18574	27198
2029	18583	27189
2030	18592	27179
2031	18601	27170
2032	18610	27160
2033	18619	27150
2034	18627	27140
2035	18636	27131
2036	18645	27121
2037	18654	27112
2038	18663	27102
2039	18672	27092
2040	18681	27083
2041	18690	27074
2042	18699	27064
2043	18707	27055
2044	18716	27045
2045	18725	27035
2046	18734	27025
2047	18742	27016
2048	18751	27006
2049	18761	26997
2050	18770	26988
2051	18778	26978
2052	18787	26969
2053	18796	26959
2054	18806	26950
2055	18814	26940
2056	18823	26931
2057	18832	26922
2058	18841	26913
2059	18850	26903
2060	18859	26893
2061	18868	26883
2062	18876	26874
2063	18885	26864
2064	18894	26854
2065	18903	26845
2066	18912	26836
2067	18921	26827
2068	18940	26831
2069	18955	26831
2070	18965	26823
2071	18974	26813
2072	18983	26804
2073	18993	26795
2074	19002	26786
2075	19011	26777
2076	19020	26768
2077	19030	26759
2078	19039	26749
2079	19048	26740
2080	19057	26731
2081	19066	26722
2082	19075	26713
2083	19085	26704
2084	19093	26694
2085	19102	26685
2086	19111	26675
2087	19120	26665
2088	19129	26656
2089	19137	26646
2090	19146	26636
2091	19155	26626
2092	19163	26616
2093	19172	26607
2094	19181	26597
2095	19190	26587
2096	19198	26578
2097	19207	26568
2098	19216	26558
2099	19225	26548
2100	19233	26538
2101	19241	26528
2102	19250	26518
2103	19259	26509
2104	19268	26499
2105	19277	26490
2106	19286	26481
2107	19295	26471
2108	19304	26462
2109	19312	26452
2110	19321	26443
2111	19331	26433
2112	19340	26424
2113	19348	26414
2114	19357	26405
2115	19366	26395
2116	19375	26385
2117	19383	26376
2118	19392	26366
2119	19401	26357
2120	19410	26347
2121	19419	26338
2122	19428	26329
2123	19437	26319
2124	19446	26309
2125	19454	26299
2126	19463	26289
2127	19471	26279
2128	19480	26270
2129	19489	26260
2130	19498	26250
2131	19506	26240
2132	19516	26231
2133	19524	26222
2134	19534	26213
2135	19542	26203
2136	19551	26193
2137	19559	26183
2138	19568	26174
2139	19577	26164
2140	19586	26155
2141	19595	26145
2142	19603	26135
2143	19612	26125
2144	19621	26115
2145	19630	26106
2146	19638	26096
2147	19647	26087
2148	19656	26077
2149	19665	26068
2150	19674	26058
2151	19682	26048
2152	19691	26038
2153	19700	26029
2154	19709	26019
2155	19718	26010
2156	19727	26001
2157	19735	25991
2158	19744	25981
2159	19753	25972
2160	19762	25962
2161	19771	25953
2162	19780	25944
2163	19789	25934
2164	19797	25924
2165	19806	25915
2166	19815	25905
2167	19824	25895
2168	19832	25885
2169	19841	25875
2170	19849	25866
2171	19858	25856
2172	19867	25846
2173	19876	25837
2174	19885	25828
2175	19894	25819
2176	19905	25812
2177	19926	25818
2178	19939	25814
2179	19948	25804
2180	19957	25796
2181	19967	25787
2182	19976	25778
2183	19986	25770
2184	19995	25760
2185	20004	25751
2186	20013	25741
2187	20022	25732
2188	20031	25723
2189	20039	25713
2190	20048	25703
2191	20057	25693
2192	20066	25684
2193	20074	25674
2194	20084	25665
2195	20092	25655
2196	20101	25646
2197	20110	25636
2198	20119	25626
2199	20127	25617
2200	20136	25607
2201	20145	25597
2202	20153	25587
2203	20162	25577
2204	20171	25568
2205	20180	25559
2206	20189	25549
2207	20198	25540
2208	20207	25531
2209	20216	25522
2210	20225	25513
2211	20234	25503
2212	20243	25494
2213	20253	25485
2214	20262	25476
2215	20271	25467
2216	20280	25458
2217	20289	25449
2218	20299	25440
2219	20308	25431
2220	20317	25422
2221	20326	25412
2222	20335	25403
2223	20344	25394
2224	20353	25384
2225	20362	25375
2226	20371	25366
2227	20380	25357
2228	20390	25348
2229	20399	25339
2230	20408	25330
2231	20418	25321
2232	20427	25311
2233	20435	25302
2234	20445	25293
2235	20453	25283
2236	20462	25274
2237	20472	25265
2238	20481	25256
2239	20490	25247
2240	20499	25238
2241	20509	25229
2242	20518	25220
2243	20527	25211
2244	20536	25201
2245	20545	25192
2246	20554	25183
2247	20563	25174
2248	20572	25165
2249	20581	25155
2250	20590	25145
2251	20599	25136
2252	20608	25127
2253	20618	25118
2254	20626	25108
2255	20636	25099
2256	20645	25091
2257	20654	25082
2258	20664	25073
2259	20673	25064
2260	20682	25055
2261	20693	25047
2262	20704	25040
2263	20713	25031
2264	20723	25023
2265	20732	25014
2266	20742	25006
2267	20751	24997
2268	20763	24991
2269	20773	24983
2270	20783	24974
2271	20792	24965
2272	20801	24956
2273	20810	24946
2274	20819	24937
2275	20828	24928
2276	20837	24919
2277	20846	24909
2278	20855	24900
2279	20864	24891
2280	20874	24882
2281	20892	24884
2282	20909	24884
2283	20920	24877
2284	20930	24868
2285	20939	24859
2286	20949	24852
2287	20959	24843
2288	20968	24833
2289	20977	24824
2290	20986	24815
2291	20995	24806
2292	21004	24797
2293	21014	24788
2294	21023	24779
2295	21033	24770
2296	21042	24761
2297	21051	24752
2298	21061	24744
2299	21070	24734
2300	21079	24725
2301	21088	24716
2302	21097	24706
2303	21106	24697
2304	21115	24687
2305	21124	24678
2306	21133	24669
2307	21143	24660
2308	21152	24651
2309	21161	24642
2310	21170	24633
2311	21180	24624
2312	21189	24615
2313	21199	24608
2314	21209	24599
2315	21219	24590
2316	21228	24582
2317	21238	24573
2318	21248	24565
2319	21259	24558
2320	21270	24551
2321	21280	24543
2322	21290	24535
2323	21301	24527
2324	21313	24521
2325	21325	24516
2326	21336	24508
2327	21346	24501
2328	21357	24493
2329	21367	24485
2330	21377	24477
2331	21387	24468
2332	21396	24459
2333	21405	24450
2334	21414	24441
2335	21423	24431
2336	21432	24422
2337	21442	24413
2338	21451	24404
2339	21460	24394
2340	21469	24385
2341	21478	24376
2342	21487	24366
2343	21496	24357
2344	21505	24348
2345	21514	24338
2346	21523	24329
2347	21532	24320
2348	21541	24310
2349	21550	24301
2350	21560	24293
2351	21569	24283
2352	21578	24274
2353	21587	24265
2354	21596	24256
2355	21605	24246
2356	21614	24237
2357	21623	24227
2358	21632	24218
2359	21641	24208
2360	21650	24199
2361	21659	24190
2362	21668	24181
2363	21678	24172
2364	21688	24164
2365	21698	24156
2366	21708	24148
2367	21718	24139
2368	21728	24131
2369	21737	24122
2370	21747	24113
2371	21756	24104
2372	21767	24097
2373	21777	24089
2374	21787	24080
2375	21796	24071
2376	21805	24062
2377	21815	24053
2378	21824	24044
2379	21833	24035
2380	21842	24026
2381	21851	24016
2382	21869	24016
2383	21886	24016
2384	21896	24008
2385	21906	23999
2386	21915	23990
2387	21924	23981
2388	21934	23972
2389	21943	23963
2390	21952	23954
2391	21962	23945
2392	21972	23936
2393	21981	23927
2394	21990	23918
2395	21999	23908
2396	22008	23899
2397	22017	23890
2398	22026	23881
2399	22035	23871
2400	22044	23862
2401	22053	23853
2402	22062	23843
2403	22071	23834
2404	22080	23824
2405	22089	23815
2406	22098	23805
2407	22108	23797
2408	22116	23787
2409	22126	23778
2410	22136	23770
2411	22146	23762
2412	22155	23753
2413	22164	23743
2414	22174	23735
2415	22183	23726
2416	22193	23717
2417	22202	23708
2418	22212	23700
2419	22222	23692
2420	22231	23682
2421	22241	23673
2422	22250	23664
2423	22259	23655
2424	22268	23646
2425	22277	23636
2426	22286	23627
2427	22295	23618
2428	22305	23609
2429	22314	23600
2430	22324	23591
2431	22333	23582
2432	22342	23572
2433	22351	23563
2434	22360	23554
2435	22369	23544
2436	22378	23535
2437	22387	23526
2438	22396	23517
2439	22405	23507
2440	22414	23498
2441	22423	23488
2442	22432	23479
2443	22441	23470
2444	22450	23460
2445	22460	23451
2446	22469	23442
2447	22478	23433
2448	22488	23424
2449	22497	23415
2450	22506	23406
2451	22515	23397
2452	22524	23387
2453	22532	23377
2454	22542	23369
2455	22552	23360
2456	22561	23351
2457	22572	23344
2458	22583	23336
2459	22592	23327
2460	22602	23318
2461	22611	23309
2462	22620	23299
2463	22630	23291
2464	22640	23283
2465	22649	23274
2466	22659	23265
2467	22668	23256
2468	22677	23247
2469	22686	23237
2470	22695	23228
2471	22704	23219
2472	22713	23209
2473	22722	23200
2474	22731	23190
2475	22740	23181
2476	22749	23172
2477	22758	23162
2478	22767	23153
2479	22776	23144
2480	22786	23135
2481	22795	23126
2482	22804	23116
2483	22813	23107
2484	22822	23097
2485	22831	23088
2486	22850	23089
2487	22865	23085
2488	22874	23076
2489	22884	23068
2490	22893	23059
2491	22903	23050
2492	22913	23041
2493	22922	23032
2494	22932	23024
2495	22941	23014
2496	22950	23005
2497	22959	22995
2498	22968	22987
2499	22977	22977
2500	22987	22968
2501	22996	22959
2502	23005	22950
2503	23014	22940
2504	23023	22931
2505	23032	22921
2506	23041	22912
2507	23050	22903
2508	23058	22893
2509	23067	22884
2510	23077	22875
2511	23086	22865
2512	23095	22856
2513	23104	22846
2514	23113	22837
2515	23122	22828
2516	23131	22818
2517	23139	22809
2518	23149	22800
2519	23158	22790
2520	23167	22781
2521	23175	22771
2522	23184	22762
2523	23193	22752
2524	23202	22743
2525	23211	22733
2526	23221	22724
2527	23230	22715
2528	23239	22706
2529	23249	22697
2530	23258	22688
2531	23267	22679
2532	23276	22670
2533	23285	22660
2534	23294	22651
2535	23303	22641
2536	23312	22632
2537	23321	22622
2538	23329	22613
2539	23338	22603
2540	23347	22594
2541	23356	22584
2542	23365	22575
2543	23374	22566
2544	23383	22556
2545	23393	22547
2546	23402	22538
2547	23411	22529
2548	23420	22519
2549	23429	22510
2550	23437	22500
2551	23447	22491
2552	23456	22482
2553	23465	22473
2554	23474	22464
2555	23483	22454
2556	23493	22445
2557	23502	22436
2558	23511	22427
2559	23520	22417
2560	23529	22408
2561	23538	22399
2562	23547	22390
2563	23557	22381
2564	23566	22371
2565	23574	22362
2566	23584	22352
2567	23593	22343
2568	23601	22334
2569	23610	22324
2570	23619	22315
2571	23628	22305
2572	23638	22296
2573	23646	22287
2574	23656	22278
2575	23664	22268
2576	23673	22258
2577	23682	22249
2578	23691	22240
2579	23700	22230
2580	23709	22221
2581	23718	22212
2582	23727	22202
2583	23736	22193
2584	23745	22184
2585	23755	22175
2586	23763	22165
2587	23773	22156
2588	23782	22147
2589	23791	22137
2590	23800	22128
2591	23809	22119
2592	23826	22117
2593	23842	22114
2594	23852	22105
2595	23861	22096
2596	23870	22087
2597	23879	22078
2598	23889	22069
2599	23898	22060
2600	23907	22050
2601	23916	22041
2602	23926	22032
2603	23935	22023
2604	23944	22014
2605	23954	22005
2606	23963	21996
2607	23972	21987
2608	23981	21978
2609	23990	21968
2610	23999	21959
2611	24008	21950
2612	24018	21940
2613	24027	21931
2614	24035	21921
2615	24045	21913
2616	24054	21903
2617	24063	21894
2618	24072	21884
2619	24082	21876
2620	24091	21866
2621	24100	21857
2622	24113	21851
2623	24125	21845
2624	24134	21835
2625	24143	21826
2626	24152	21817
2627	24161	21807
2628	24170	21798
2629	24180	21789
2630	24189	21780
2631	24198	21771
2632	24207	21762
2633	24216	21752
2634	24225	21743
2635	24234	21734
2636	24243	21724
2637	24252	21715
2638	24262	21706
2639	24270	21696
2640	24280	21687
2641	24289	21678
2642	24297	21668
2643	24306	21659
2644	24315	21649
2645	24324	21640
2646	24333	21630
2647	24342	21621
2648	24352	21612
2649	24360	21603
2650	24369	21593
2651	24379	21584
2652	24388	21575
2653	24398	21566
2654	24407	21557
2655	24416	21548
2656	24425	21538
2657	24434	21529
2658	24443	21520
2659	24452	21511
2660	24461	21501
2661	24470	21492
2662	24479	21483
2663	24489	21473
2664	24498	21464
2665	24507	21455
2666	24517	21446
2667	24526	21437
2668	24535	21428
2669	24544	21419
2670	24553	21409
2671	24562	21400
2672	24572	21391
2673	24581	21382
2674	24590	21373
2675	24599	21363
2676	24608	21354
2677	24617	21345
2678	24626	21335
2679	24636	21326
2680	24645	21317
2681	24654	21308
2682	24662	21298
2683	24672	21289
2684	24681	21280
2685	24690	21270
2686	24699	21261
2687	24709	21253
2688	24718	21244
2689	24728	21234
2690	24737	21225
2691	24746	21216
2692	24756	21207
2693	24765	21198
2694	24774	21188
2695	24783	21179
2696	24796	21173
2697	24813	21171
2698	24824	21164
2699	24834	21155
2700	24843	21145
2701	24852	21136
2702	24861	21127
2703	24871	21118
2704	24880	21109
2705	24890	21100
2706	24899	21091
2707	24908	21082
2708	24917	21072
2709	24927	21063
2710	24936	21054
2711	24945	21045
2712	24955	21036
2713	24964	21027
2714	24973	21018
2715	24982	21009
2716	24992	21000
2717	25001	20990
2718	25010	20981
2719	25019	20972
2720	25028	20963
2721	25038	20954
2722	25047	20944
2723	25056	20935
2724	25065	20926
2725	25074	20917
2726	25083	20907
2727	25092	20897
2728	25101	20888
2729	25110	20879
2730	25119	20869
2731	25128	20860
2732	25136	20850
2733	25146	20841
2734	25155	20832
2735	25164	20823
2736	25173	20813
2737	25182	20804
2738	25191	20795
2739	25200	20785
2740	25209	20776
2741	25218	20767
2742	25227	20757
2743	25236	20748
2744	25245	20739
2745	25254	20729
2746	25263	20720
2747	25273	20711
2748	25282	20702
2749	25291	20693
2750	25301	20684
2751	25310	20674
2752	25319	20665
2753	25328	20656
2754	25337	20647
2755	25346	20637
2756	25355	20628
2757	25364	20619
2758	25373	20609
2759	25382	20600
2760	25391	20591
2761	25400	20581
2762	25410	20572
2763	25419	20563
2764	25428	20554
2765	25437	20544
2766	25446	20535
2767	25455	20526
2768	25464	20517
2769	25473	20507
2770	25483	20498
2771	25492	20489
2772	25501	20480
2773	25510	20471
2774	25519	20461
2775	25529	20452
2776	25538	20443
2777	25547	20434
2778	25556	20425
2779	25565	20415
2780	25574	20406
2781	25583	20397
2782	25592	20387
2783	25602	20378
2784	25611	20369
2785	25620	20360
2786	25629	20350
2787	25638	20341
2788	25647	20332
2789	25657	20323
2790	25666	20314
2791	25675	20305
2792	25684	20295
2793	25693	20286
2794	25702	20276
2795	25711	20267
2796	25721	20258
2797	25730	20249
2798	25739	20240
2799	25748	20230
2800	25758	20222
2801	25766	20212
2802	25787	20212
2803	25801	20207
2804	25811	20198
2805	25820	20189
2806	25829	20179
2807	25839	20170
2808	25848	20162
2809	25858	20153
2810	25867	20143
2811	25877	20134
2812	25886	20125
2813	25895	20116
2814	25904	20106
2815	25913	20097
2816	25922	20088
2817	25930	20078
2818	25940	20069
2819	25949	20060
2820	25958	20050
2821	25967	20041
2822	25976	20032
2823	25986	20023
2824	25995	20014
2825	26005	20005
2826	26014	19996
2827	26022	19986
2828	26031	19977
2829	26040	19967
2830	26049	19958
2831	26059	19949
2832	26068	19940
2833	26077	19930
2834	26086	19921
2835	26096	19912
2836	26105	19903
2837	26114	19893
2838	26123	19884
2839	26132	19875
2840	26141	19865
2841	26150	19856
2842	26159	19847
2843	26168	19838
2844	26177	19828
2845	26186	19819
2846	26195	19810
2847	26204	19800
2848	26213	19791
2849	26222	19781
2850	26232	19772
2851	26241	19763
2852	26250	19754
2853	26259	19744
2854	26268	19735
2855	26277	19726
2856	26286	19717
2857	26295	19708
2858	26304	19698
2859	26313	19689
2860	26323	19680
2861	26332	19670
2862	26341	19661
2863	26350	19652
2864	26360	19643
2865	26369	19634
2866	26379	19625
2867	26388	19616
2868	26398	19607
2869	26407	19598
2870	26416	19588
2871	26425	19579
2872	26433	19570
2873	26443	19561
2874	26452	19551
2875	26461	19542
2876	26471	19533
2877	26480	19524
2878	26489	19514
2879	26498	19505
2880	26507	19496
2881	26516	19487
2882	26525	19477
2883	26534	19468
2884	26544	19459
2885	26553	19450
2886	26562	19440
2887	26571	19431
2888	26580	19422
2889	26589	19413
2890	26598	19403
2891	26607	19394
2892	26617	19385
2893	26625	19376
2894	26635	19366
2895	26644	19357
2896	26653	19348
2897	26662	19338
2898	26671	19329
2899	26680	19320
2900	26689	19310
2901	26698	19301
2902	26707	19292
2903	26716	19282
2904	26725	19273
2905	26735	19264
2906	26744	19255
2907	26762	19253
2908	26777	19248
2909	26787	19239
2910	26796	19230
2911	26806	19220
2912	26815	19211
2913	26824	19202
2914	26834	19193
2915	26843	19184
2916	26853	19175
2917	26862	19166
2918	26871	19156
2919	26880	19147
2920	26889	19138
2921	26898	19129
2922	26907	19119
2923	26917	19110
2924	26926	19101
2925	26935	19092
2926	26944	19082
2927	26953	19073
2928	26962	19064
2929	26972	19055
2930	26981	19046
2931	26990	19036
2932	26999	19027
2933	27009	19018
2934	27018	19009
2935	27027	19000
2936	27036	18991
2937	27045	18981
2938	27054	18972
2939	27063	18963
2940	27073	18953
2941	27082	18944
2942	27091	18935
2943	27101	18926
2944	27110	18917
2945	27119	18907
2946	27128	18898
2947	27137	18889
2948	27146	18880
2949	27156	18871
2950	27165	18861
2951	27174	18852
2952	27184	18843
2953	27193	18834
2954	27202	18825
2955	27211	18816
2956	27220	18806
2957	27229	18797
2958	27238	18788
2959	27248	18779
2960	27257	18770
2961	27266	18760
2962	27275	18751
2963	27285	18742
2964	27294	18733
2965	27303	18724
2966	27312	18714
2967	27321	18705
2968	27331	18696
2969	27340	18687
2970	27349	18677
2971	27358	18668
2972	27368	18659
2973	27376	18650
2974	27386	18641
2975	27395	18631
2976	27404	18622
2977	27414	18613
2978	27423	18604
2979	27432	18595
2980	27441	18585
2981	27450	18576
2982	27458	18566
2983	27468	18557
2984	27477	18548
2985	27486	18538
2986	27495	18529
2987	27504	18520
2988	27513	18511
2989	27522	18502
2990	27531	18492
2991	27540	18483
2992	27550	18474
2993	27559	18464
2994	27568	18455
2995	27577	18446
2996	27586	18437
2997	27595	18427
2998	27604	18418
2999	27614	18409
3000	27622	18399
3001	27632	18390
3002	27641	18381
3003	27650	18372
3004	27659	18362
3005	27668	18353
3006	27677	18344
3007	27686	18335
3008	27695	18325
3009	27705	18316
3010	27714	18307
3011	27725	18299
3012	27744	18297
3013	27756	18289
3014	27765	18280
3015	27775	18271
3016	27784	18262
3017	27794	18253
3018	27803	18244
3019	27812	18234
3020	27822	18225
3021	27831	18216
3022	27840	18207
3023	27849	18198
3024	27858	18188
3025	27867	18179
3026	27877	18170
3027	27886	18161
3028	27896	18152
3029	27905	18142
3030	27914	18133
3031	27923	18124
3032	27932	18115
3033	27941	18105
3034	27950	18096
3035	27960	18087
3036	27969	18078
3037	27978	18068
3038	27987	18059
3039	27996	18050
3040	28005	18041
3041	28014	18031
3042	28023	18022
3043	28033	18013
3044	28042	18004
3045	28052	17995
3046	28061	17986
3047	28070	17976
3048	28079	17967
3049	28089	17958
3050	28098	17949
3051	28107	17940
3052	28116	17931
3053	28125	17921
3054	28135	17912
3055	28144	17903
3056	28153	17893
3057	28162	17884
3058	28171	17875
3059	28180	17866
3060	28189	17857
3061	28198	17847
3062	28207	17838
3063	28217	17829
3064	28225	17819
3065	28235	17810
3066	28244	17801
3067	28253	17791
3068	28262	17782
3069	28271	17773
3070	28280	17764
3071	28292	17756
3072	28302	17747
3073	28311	17738
3074	28320	17729
3075	28330	17720
3076	28338	17710
3077	28347	17701
3078	28356	17691
3079	28365	17682
3080	28374	17673
3081	28384	17664
3082	28393	17655
3083	28402	17645
3084	28411	17636
3085	28420	17627
3086	28430	17618
3087	28439	17608
3088	28448	17599
3089	28457	17590
3090	28466	17581
3091	28476	17571
3092	28484	17562
3093	28493	17553
3094	28503	17543
3095	28511	17534
3096	28521	17525
3097	28530	17516
3098	28539	17506
3099	28548	17497
3100	28556	17487
3101	28566	17478
3102	28575	17469
3103	28584	17460
3104	28594	17451
3105	28603	17441
3106	28612	17432
3107	28621	17423
3108	28630	17414
3109	28639	17404
3110	28649	17395
3111	28658	17386
3112	28667	17377
3113	28676	17368
3114	28686	17359
3115	28695	17349
3116	28712	17345
3117	28728	17340
3118	28739	17332
3119	28748	17323
3120	28757	17313
3121	28767	17304
3122	28777	17295
3123	28786	17286
3124	28795	17277
3125	28804	17268
3126	28813	17258
3127	28823	17249
3128	28832	17240
3129	28841	17231
3130	28850	17222
3131	28860	17213
3132	28869	17203
3133	28879	17194
3134	28889	17186
3135	28897	17176
3136	28907	17167
3137	28916	17158
3138	28925	17149
3139	28934	17139
3140	28944	17130
3141	28953	17121
3142	28962	17112
3143	28971	17102
3144	28980	17093
3145	28989	17083
3146	28998	17074
3147	29007	17065
3148	29016	17056
3149	29026	17047
3150	29035	17037
3151	29044	17028
3152	29053	17019
3153	29062	17010
3154	29071	17000
3155	29081	16991
3156	29090	16982
3157	29099	16973
3158	29108	16963
3159	29117	16954
3160	29126	16945
3161	29135	16935
3162	29144	16926
3163	29153	16917
3164	29162	16908
3165	29172	16898
3166	29181	16889
3167	29190	16880
3168	29199	16871
3169	29208	16861
3170	29218	16852
3171	29227	16843
3172	29236	16834
3173	29245	16825
3174	29255	16816
3175	29264	16806
3176	29272	16797
3177	29282	16787
3178	29291	16778
3179	29300	16769
3180	29309	16760
3181	29318	16750
3182	29327	16741
3183	29336	16732
3184	29345	16722
3185	29354	16713
3186	29363	16704
3187	29372	16694
3188	29381	16685
3189	29390	16676
3190	29400	16667
3191	29409	16657
3192	29418	16648
3193	29428	16639
3194	29436	16630
3195	29445	16620
3196	29454	16611
3197	29464	16602
3198	29473	16593
3199	29482	16583
3200	29491	16574
3201	29501	16565
3202	29510	16556
3203	29519	16547
3204	29528	16537
3205	29537	16528
3206	29546	16519
3207	29555	16509
3208	29564	16500
3209	29573	16491
3210	29582	16481
3211	29591	16472
3212	29601	16463
3213	29610	16454
3214	29619	16445
3215	29628	16435
3216	29638	16426
3217	29646	16417
3218	29655	16407
